MELD_Split,MELD_Row_ID,Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,match_status,match_score,match_text_score,meld_group_size,meld_group_utterance,a_scan_count,friends_utterance_id,friends_global_utterance_id,friends_speaker,friends_utterance
train,9208,6453,"So umm, youre gonna stay with me as long as I need you?",Rachel,neutral,neutral,645,0,8,20,"00:14:01,078","00:14:03,539",exact,1.0000,1.0000,1,"So umm, youre gonna stay with me as long as I need you?",80,197,49214,Rachel,"So umm, you’re gonna stay with me as long as I need you?"
train,9209,6454,Of course I am!,Mrs. Green,joy,positive,645,1,8,20,"0:14:03,706","0:14:05,128",exact,1.0000,1.0000,1,Of course I am!,0,198,49215,Mrs. Green,Of course I am!
train,9210,6455,"Oh mom, I swear Im not an idiot.",Rachel,neutral,neutral,645,2,8,20,"0:14:05,128","0:14:06,438",exact,1.0000,1.0000,5,"Oh mom, I swear Im not an idiot. Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes. And-and then guess what? The babys coming and I dont know what to do. Oh, can I throw up in my diaper genie?",0,199,49216,Rachel,"Oh mom, I swear I’m not an idiot. I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes. And-and then guess what? The baby’s coming and I don’t know what to do. Oh, can I throw up in my diaper genie?"
train,9211,6456,"Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes.",Rachel,neutral,neutral,645,3,8,20,"00:14:06,542","00:14:14,049",exact,1.0000,1.0000,5,"Oh mom, I swear Im not an idiot. Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes. And-and then guess what? The babys coming and I dont know what to do. Oh, can I throw up in my diaper genie?",0,199,49216,Rachel,"Oh mom, I swear I’m not an idiot. I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes. And-and then guess what? The baby’s coming and I don’t know what to do. Oh, can I throw up in my diaper genie?"
train,9212,6457,And-and then guess what?,Rachel,neutral,neutral,645,4,8,20,"00:14:14,216","00:14:15,926",exact,1.0000,1.0000,5,"Oh mom, I swear Im not an idiot. Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes. And-and then guess what? The babys coming and I dont know what to do. Oh, can I throw up in my diaper genie?",0,199,49216,Rachel,"Oh mom, I swear I’m not an idiot. I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes. And-and then guess what? The baby’s coming and I don’t know what to do. Oh, can I throw up in my diaper genie?"
train,9213,6458,The babys coming and I dont know what to do.,Rachel,sadness,negative,645,5,8,20,"00:14:14,216","00:14:19,972",exact,1.0000,1.0000,5,"Oh mom, I swear Im not an idiot. Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes. And-and then guess what? The babys coming and I dont know what to do. Oh, can I throw up in my diaper genie?",0,199,49216,Rachel,"Oh mom, I swear I’m not an idiot. I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes. And-and then guess what? The baby’s coming and I don’t know what to do. Oh, can I throw up in my diaper genie?"
train,9214,6459,"Oh, can I throw up in my diaper genie?",Rachel,sadness,negative,645,6,8,20,"00:14:16,093","00:14:19,972",exact,1.0000,1.0000,5,"Oh mom, I swear Im not an idiot. Ive read all kinds of books on pregnancy and giving birth, but I-I just didnt think to read the part about what to do when the baby comes. And-and then guess what? The babys coming and I dont know what to do. Oh, can I throw up in my diaper genie?",0,199,49216,Rachel,"Oh mom, I swear I’m not an idiot. I’ve read all kinds of books on pregnancy and giving birth, but I-I just didn’t think to read the part about what to do when the baby comes. And-and then guess what? The baby’s coming and I don’t know what to do. Oh, can I throw up in my diaper genie?"
train,9215,6460,"No. Sweetie, youre gonna be fine.",Mrs. Green,neutral,neutral,645,7,8,20,"00:14:20,180","00:14:24,435",exact,1.0000,1.0000,1,"No. Sweetie, youre gonna be fine.",0,200,49217,Mrs. Green,"No. Sweetie, you’re gonna be fine."
train,9216,6461,Wait-wait where are you going? Where are you going?,Rachel,fear,negative,645,8,8,20,"0:14:24,810","0:14:27,355",exact,1.0000,1.0000,1,Wait-wait where are you going? Where are you going?,0,201,49218,Rachel,Wait-wait where are you going? Where are you going?
train,9217,6462,Im going to the bathroom.,Mrs. Green,neutral,neutral,645,9,8,20,"0:14:27,355","0:14:27,907",exact,1.0000,1.0000,1,Im going to the bathroom.,0,202,49219,Mrs. Green,I’m going to the bathroom.
train,9218,6463,Okay.,Rachel,neutral,neutral,645,10,8,20,"0:14:28,063","0:14:31,375",exact,1.0000,1.0000,1,Okay.,0,203,49220,Rachel,Okay.
train,9219,6464,Now dont worry! Everythings gonna be okay.,Mrs. Green,neutral,neutral,645,11,8,20,"0:14:31,375","0:14:31,796",exact,1.0000,1.0000,1,Now dont worry! Everythings gonna be okay.,0,204,49221,Mrs. Green,Now don’t worry! Everything’s gonna be okay.
train,9220,6465,It,Monica,neutral,neutral,645,12,8,20,"00:14:33,694","00:14:35,904",unmatched,0.2800,0.4000,1,It,88,,,,
train,9221,6466,Hey!,Ross,joy,positive,645,13,8,20,"00:14:43,704","00:14:45,205",exact,1.0000,1.0000,1,Hey!,1,206,49223,Ross,Hey!
train,9222,6467,Hey! Why are you all red and sweaty?,Phoebe,surprise,positive,645,14,8,20,"00:14:43,704","00:14:46,957",exact,1.0000,1.0000,1,Hey! Why are you all red and sweaty?,0,207,49224,Phoebe,Hey! Why are you all red and sweaty?
train,9223,6468,I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,Ross,neutral,neutral,645,15,8,20,"00:14:47,207","00:14:59,887",exact,1.0000,1.0000,1,I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,0,208,49225,Ross,I just Bamboozled Chandler! Which is not uh sexual thing. That was a quick shower.
train,9224,6469,Not if you were here.,Phoebe,neutral,neutral,645,16,8,20,"00:14:57,092","00:14:59,887",exact,1.0000,1.0000,1,Not if you were here.,0,209,49226,Phoebe,Not if you were here.
dev,1014,66,Wow! It looks like we got a lot of good stuff.,Ross,joy,positive,7,0,8,20,"00:15:01,722","00:15:03,557",exact,1.0000,1.0000,1,Wow! It looks like we got a lot of good stuff.,0,210,49227,Ross,Wow! It looks like we got a lot of good stuff.
dev,1015,67,"Oh we did, but my mom got us the greatest gift of all.",Rachel,joy,positive,7,1,8,20,"00:15:03,724","00:15:06,560",exact,1.0000,1.0000,1,"Oh we did, but my mom got us the greatest gift of all.",0,211,49228,Rachel,"Oh we did, but my mom got us the greatest gift of all."
dev,1016,68,A,Ross,neutral,neutral,7,2,8,20,"00:15:06,769","00:15:08,729",unmatched,0.4400,0.4000,1,A,81,,,,
dev,1017,69,No. Shes going to live with us for eight weeks.,Rachel,neutral,neutral,7,3,8,20,"00:15:09,897","00:15:14,026",exact,1.0000,1.0000,1,No. Shes going to live with us for eight weeks.,1,213,49230,Rachel,No. She’s going to live with us for eight weeks.
dev,1018,70,"Uh, what?",Ross,surprise,positive,7,4,8,20,"00:15:14,276","00:15:15,672",exact,1.0000,1.0000,1,"Uh, what?",0,214,49231,Ross,"Uh, what?"
dev,1019,71,Yes! Shes gonna help us take care of the baby! Woo-hoo.,Rachel,joy,positive,7,5,8,20,"00:15:15,861","00:15:19,656",exact,1.0000,1.0000,1,Yes! Shes gonna help us take care of the baby! Woo-hoo.,0,215,49232,Rachel,Yes! She’s gonna help us take care of the baby! Woo-hoo.
dev,1020,72,WhatYoure not serious.,Ross,surprise,negative,7,6,8,20,"00:15:20,574","00:15:22,743",exact,1.0000,1.0000,3,"WhatYoure not serious. I mean shes a very nice woman, but there is no way we can take eight weeks of her. Shell drive us totally crazy.",0,216,49233,Ross,"What—You’re not serious. I mean she’s a very nice woman, but there is no way we can take eight weeks of her. She’ll drive us totally crazy."
dev,1021,73,"I mean shes a very nice woman, but there is no way we can take eight weeks of her.",Ross,anger,negative,7,7,8,20,"00:15:22,910","00:15:27,247",exact,1.0000,1.0000,3,"WhatYoure not serious. I mean shes a very nice woman, but there is no way we can take eight weeks of her. Shell drive us totally crazy.",0,216,49233,Ross,"What—You’re not serious. I mean she’s a very nice woman, but there is no way we can take eight weeks of her. She’ll drive us totally crazy."
dev,1022,74,Shell drive us totally crazy.,Ross,disgust,negative,7,8,8,20,"0:15:27,414","0:15:28,999",exact,1.0000,1.0000,3,"WhatYoure not serious. I mean shes a very nice woman, but there is no way we can take eight weeks of her. Shell drive us totally crazy.",0,216,49233,Ross,"What—You’re not serious. I mean she’s a very nice woman, but there is no way we can take eight weeks of her. She’ll drive us totally crazy."
dev,1023,75,Hi Ross!,Mrs. Green,joy,positive,7,9,8,20,"0:15:28,999","0:15:29,508",exact,1.0000,1.0000,1,Hi Ross!,0,217,49234,Mrs. Green,Hi Ross!
dev,1024,76,Hi roomie!,Ross,joy,positive,7,10,8,20,"00:15:29,625","00:15:31,835",exact,1.0000,1.0000,1,Hi roomie!,0,218,49235,Ross,Hi roomie!
train,9225,8902,"Sure, I can hang out til I have to meet ya.  What uhHow come youre not going?",Joey,neutral,neutral,892,0,8,21,"00:03:46,185","00:03:53,817",exact,1.0000,1.0000,1,"Sure, I can hang out til I have to meet ya.  What uhHow come youre not going?",44,45,49354,Joey,"Sure, I can hang out ‘til I have to meet ya. What uh—How come you’re not going?"
train,9226,8903,I have a job interview I have to get ready for.,Chandler,neutral,neutral,892,1,8,21,"00:03:50,105","00:03:53,817",exact,1.0000,1.0000,1,I have a job interview I have to get ready for.,0,46,49355,Chandler,I have a job interview I have to get ready for.
train,9227,8904,I thought you already have a job.,Joey,neutral,neutral,892,2,8,21,"0:03:53,984","0:03:55,152",exact,1.0000,1.0000,1,I thought you already have a job.,0,47,49356,Joey,I thought you already have a job.
train,9228,8905,And people say you dont pay attention.,Chandler,neutral,neutral,892,3,8,21,"0:03:55,152","0:03:59,031",exact,1.0000,1.0000,3,"And people say you dont pay attention. No, this is a much better job. Its vice-president of a company that does data reconfiguration and statistical factoring for other companies.",0,48,49357,Chandler,"And people say you don’t pay attention. No, this is a much better job. It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies."
train,9229,8906,"No, this is a much better job.",Chandler,neutral,neutral,892,4,8,21,"00:03:59,114","00:04:02,076",exact,1.0000,1.0000,3,"And people say you dont pay attention. No, this is a much better job. Its vice-president of a company that does data reconfiguration and statistical factoring for other companies.",0,48,49357,Chandler,"And people say you don’t pay attention. No, this is a much better job. It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies."
train,9230,8907,Its vice-president of a company that does data reconfiguration and statistical factoring for other companies.,Chandler,neutral,neutral,892,5,8,21,"00:04:02,243","00:04:06,580",exact,1.0000,1.0000,3,"And people say you dont pay attention. No, this is a much better job. Its vice-president of a company that does data reconfiguration and statistical factoring for other companies.",0,48,49357,Chandler,"And people say you don’t pay attention. No, this is a much better job. It’s vice-president of a company that does data reconfiguration and statistical factoring for other companies."
train,9231,8908,Wow! How do you know how to do that?!,Joey,surprise,positive,892,6,8,21,"0:04:08,666","0:04:10,838",exact,1.0000,1.0000,1,Wow! How do you know how to do that?!,0,49,49358,Joey,Wow! How do you know how to do that?!
train,9232,8909,Thats what I do now.,Chandler,neutral,neutral,892,7,8,21,"0:04:10,838","0:04:13,467",exact,1.0000,1.0000,1,Thats what I do now.,0,50,49359,Chandler,That’s what I do now.
train,9233,8910,"Hey Joey, come taste this.",Monica,neutral,neutral,892,8,8,21,"0:04:14,630","0:04:16,402",exact,1.0000,1.0000,1,"Hey Joey, come taste this.",0,51,49360,Monica,"Hey Joey, come taste this."
train,9234,8911,What is it?,Joey,neutral,neutral,892,9,8,21,"0:04:16,402","0:04:16,986",exact,1.0000,1.0000,1,What is it?,0,52,49361,Joey,What is it?
train,9235,8912,Remember that guy that gave me a bad review? Well  Im getting my revenge!,Monica,anger,negative,892,10,8,21,"00:04:17,091","00:04:23,264",exact,1.0000,1.0000,1,Remember that guy that gave me a bad review? Well  Im getting my revenge!,0,53,49362,Monica,Remember that guy that gave me a bad review? Well… I’m getting my revenge!
train,9236,8913,You cooked him?,Joey,surprise,negative,892,11,8,21,"00:04:24,098","00:04:26,183",exact,1.0000,1.0000,1,You cooked him?,0,54,49363,Joey,You cooked him?
train,9237,8914,No.,Monica,neutral,neutral,892,12,8,21,"00:04:26,350","00:04:30,229",exact,1.0000,1.0000,4,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica.""",0,55,49364,Monica,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica."""
train,9238,8915,"He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.",Monica,neutral,neutral,892,13,8,21,"00:04:26,350","00:04:33,816",exact,1.0000,1.0000,4,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica.""",0,55,49364,Monica,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica."""
train,9239,8916,"Oh, I cannot wait to read the front page of the Post tomorrow!",Monica,joy,positive,892,14,8,21,"00:04:33,983","00:04:37,194",exact,1.0000,1.0000,4,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica.""",0,55,49364,Monica,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica."""
train,9240,8917,"""Restaurant reviewer admits: I was wrong about Monica.""",Monica,joy,positive,892,15,8,21,"00:04:37,361","00:04:42,199",exact,1.0000,1.0000,4,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica.""",0,55,49364,Monica,"No. He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again. Oh, I cannot wait to read the front page of the Post tomorrow! ""Restaurant reviewer admits: I was wrong about Monica."""
train,9241,8918,"The front page? You really do live in your own little world, dont ya?",Chandler,sadness,negative,892,16,8,21,"00:04:42,366","00:04:47,329",exact,1.0000,1.0000,1,"The front page? You really do live in your own little world, dont ya?",0,56,49365,Chandler,"The front page? You really do live in your own little world, don’t ya?"
train,9242,9504,"Hi! Umm, Im Monica Geller, Im the chef at Alessandros.",Monica,neutral,neutral,947,0,8,21,"00:08:35,224","00:08:38,227",exact,1.0000,1.0000,1,"Hi! Umm, Im Monica Geller, Im the chef at Alessandros.",50,107,49416,Monica,"Hi! Umm, I’m Monica Geller, I’m the chef at Alessandro’s."
train,9243,9505,Still?,The Food Critic,surprise,negative,947,1,8,21,"00:08:38,393","00:08:40,479",exact,1.0000,1.0000,1,Still?,0,108,49417,The Food Critic,Still?
train,9244,9506,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.",Monica,neutral,neutral,947,2,8,21,"00:08:40,646","00:08:49,404",exact,1.0000,1.0000,1,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance.",0,109,49418,Monica,"I think the things that you said about me are really unfair, and I would like for you to give my bouillabaisse another chance."
train,9245,9507,I dont see any reason why I would do that to myself again.,The Food Critic,joy,positive,947,3,8,21,"00:08:46,443","00:08:49,404",exact,1.0000,1.0000,1,I dont see any reason why I would do that to myself again.,0,110,49419,The Food Critic,I don’t see any reason why I would do that to myself again.
train,9246,9508,"Either eat it, or be in it.",Joey,anger,negative,947,4,8,21,"00:08:49,571","00:08:52,282",exact,1.0000,1.0000,1,"Either eat it, or be in it.",0,111,49420,Joey,"Either eat it, or be in it."
train,9247,9509,"Spoon?  So, what do you think?",Monica,joy,positive,947,5,8,21,"00:08:59,706","00:09:02,292",exact,1.0000,1.0000,1,"Spoon?  So, what do you think?",0,112,49421,Monica,"Spoon? So, what do you think?"
train,9248,9510,"Im torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",The Food Critic,disgust,negative,947,6,8,21,"00:09:02,459","00:09:11,426",exact,1.0000,1.0000,1,"Im torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",0,113,49422,The Food Critic,"I’m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal."
train,9249,9511,Thata girl! Huh? We should get out of here.. theres a new class comin in.,Joey,joy,positive,947,7,8,21,"00:09:14,054","00:09:19,518",exact,1.0000,1.0000,1,Thata girl! Huh? We should get out of here.. theres a new class comin in.,0,114,49423,Joey,Thata girl! Huh? We should get out of here; there’s a new class comin’ in.
train,9250,9512,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",The Cooking Teacher,neutral,neutral,947,8,8,21,"00:09:19,685","00:09:26,316",exact,1.0000,1.0000,1,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?",0,115,49424,The Cooking Teacher,"Welcome to introduction to cooking. Now, before we start, can anyone tell me the difference between a hollandaise sauce and a bearnaise sauce?"
train,9251,9513,I can.,Monica,neutral,neutral,947,9,8,21,"0:09:28,902","0:09:29,664",exact,1.0000,1.0000,1,I can.,0,116,49425,Monica,I can.
train,9252,9514,"Okay, go ahead.",The Cooking Teacher,neutral,neutral,947,10,8,21,"0:09:29,664","0:09:31,124",exact,1.0000,1.0000,1,"Okay, go ahead.",0,117,49426,The Cooking Teacher,"Okay, go ahead."
train,9253,9515,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",Monica,neutral,neutral,947,11,8,21,"00:09:31,238","00:09:42,874",exact,1.0000,1.0000,1,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon.",0,118,49427,Monica,"Well umm, they both have a egg yolk and butter base, but a bearnaise has shallots, shirvel, and most importantly tarragon."
train,9254,9516,"Thats very good, whats your name?",The Cooking Teacher,neutral,neutral,947,12,8,21,"0:09:40,080","0:09:42,352",exact,1.0000,1.0000,1,"Thats very good, whats your name?",0,119,49428,The Cooking Teacher,"That’s very good, what’s your name?"
train,9255,9517,Monica.,Monica,neutral,neutral,947,13,8,21,"0:09:42,352","0:09:42,918",exact,1.0000,1.0000,1,Monica.,0,120,49429,Monica,Monica.
train,9256,9518,"Monica, you go to the head of the class.",The Cooking Teacher,neutral,neutral,947,14,8,21,"0:09:43,041","0:09:45,002",exact,1.0000,1.0000,1,"Monica, you go to the head of the class.",0,121,49430,The Cooking Teacher,"Monica, you go to the head of the class."
train,9257,9519,Okay.,Monica,joy,positive,947,15,8,21,"0:09:45,002","0:09:47,088",exact,1.0000,1.0000,1,Okay.,0,122,49431,Monica,Okay.
train,9258,6060,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",Rachel,neutral,neutral,609,0,8,21,"00:09:49,881","00:09:56,179",exact,1.0000,1.0000,1,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",0,123,49432,Rachel,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?"
train,9259,5533,"Well, the delivery went out to you and I realized they forgot this.",Katie,neutral,neutral,557,0,8,21,"00:10:09,192","00:10:12,029",exact,1.0000,1.0000,1,"Well, the delivery went out to you and I realized they forgot this.",1,125,49434,Katie,"Well, the delivery went out to you and I realized they forgot this."
train,9260,5534,"Ah, mustve been fairly obvious since it was the only thing left in your store.",Ross,neutral,neutral,557,1,8,21,"00:10:12,195","00:10:16,575",exact,1.0000,1.0000,1,"Ah, mustve been fairly obvious since it was the only thing left in your store.",0,126,49435,Ross,"Ah, must’ve been fairly obvious since it was the only thing left in your store."
train,9261,5535,"Listen, to be honest, home deliveries are really a part of my job description.",Katie,neutral,neutral,557,2,8,21,"00:10:18,201","00:10:24,124",exact,1.0000,1.0000,1,"Listen, to be honest, home deliveries are really a part of my job description.",0,127,49436,Katie,"Listen, to be honest, home deliveries are really a part of my job description."
train,9262,5536,Oh.,Ross,neutral,neutral,557,3,8,21,"00:10:24,291","00:10:25,709",exact,1.0000,1.0000,1,Oh.,0,128,49437,Ross,Oh.
train,9263,5537,Oh uhI actually came here to ask you out.,Katie,fear,negative,557,4,8,21,"00:10:26,668","00:10:31,340",exact,1.0000,1.0000,1,Oh uhI actually came here to ask you out.,0,129,49438,Katie,Oh uh…I actually came here to ask you out.
train,9264,5538,"Oh! Wow! Uh, yeah! That sounds great. Im just gonna put this  back in my pocket, pretend",Ross,joy,positive,557,5,8,21,"00:10:31,506","00:10:35,927",fuzzy,0.9800,0.9400,1,"Oh! Wow! Uh, yeah! That sounds great. Im just gonna put this  back in my pocket, pretend",0,130,49439,Ross,"Oh! Wow! Uh, yeah! That sounds great. I’m just gonna put this back in my pocket, pretend that didn’t happen. Uh yeah, actually I’m free now. Do you wanna grab some coffee or…"
train,9265,5539,Sure!,Katie,joy,positive,557,6,8,21,"00:10:45,479","00:10:48,732",exact,1.0000,1.0000,1,Sure!,0,131,49440,Katie,Sure!
train,9266,5540,Horny bitch.  No! Youre a horny bitch! Noooo! Youre the horny bitch! No! Youre a horny bitch!,Rachel,anger,negative,557,7,8,21,"00:10:45,479","00:10:59,201",exact,1.0000,1.0000,1,Horny bitch.  No! Youre a horny bitch! Noooo! Youre the horny bitch! No! Youre a horny bitch!,0,132,49441,Rachel,Horny bitch. No! You’re a horny bitch! Noooo! You’re the horny bitch! No! You’re a horny bitch!
train,9267,9945,Hi.,Joey,neutral,neutral,991,0,8,21,"00:13:00,030","00:13:01,072",exact,1.0000,1.0000,1,Hi.,20,153,49462,Joey,Hi.
train,9268,9946,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?",The Cooking Teacher,neutral,neutral,991,1,8,21,"00:13:01,281","00:13:04,409",exact,1.0000,1.0000,1,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?",0,154,49463,The Cooking Teacher,"Your Fettuccini Alfredo looks a little dry, did you use all your cheese?"
train,9269,9947,"When you say used, do you mean eat as a pre-cooking snack?",Joey,neutral,neutral,991,2,8,21,"00:13:04,618","00:13:09,790",exact,1.0000,1.0000,1,"When you say used, do you mean eat as a pre-cooking snack?",0,155,49464,Joey,"When you say used, do you mean eat as a pre-cooking snack?"
train,9270,9948,And the cream?,The Cooking Teacher,neutral,neutral,991,3,8,21,"0:13:10,415","0:13:11,333",exact,1.0000,1.0000,1,And the cream?,0,156,49465,The Cooking Teacher,And the cream?
train,9271,9949,Cheese makes me thirsty.,Joey,neutral,neutral,991,4,8,21,"0:13:11,333","0:13:13,739",exact,1.0000,1.0000,1,Cheese makes me thirsty.,0,157,49466,Joey,Cheese makes me thirsty.
train,9272,9950,Okay. Lets move on.,The Cooking Teacher,neutral,neutral,991,5,8,21,"0:13:15,420","0:13:17,312",exact,1.0000,1.0000,1,Okay. Lets move on.,0,158,49467,The Cooking Teacher,Okay. Let’s move on.
train,9273,9951,All right.,Joey,neutral,neutral,991,6,8,21,"0:13:17,312","0:13:19,112",exact,1.0000,1.0000,1,All right.,0,159,49468,Joey,All right.
train,9274,9952,Oh! Something smells good over at Monicas station!  Oh my God! This is absolutely amazing! Youve never made this before?,The Cooking Teacher,surprise,positive,991,7,8,21,"00:13:19,216","00:13:29,059",exact,1.0000,1.0000,1,Oh! Something smells good over at Monicas station!  Oh my God! This is absolutely amazing! Youve never made this before?,0,160,49469,The Cooking Teacher,Oh! Something smells good over at Monica’s station! Oh my God! This is absolutely amazing! You’ve never made this before?
train,9275,9953,Oh no!,Monica,surprise,positive,991,8,8,21,"0:13:29,226","0:13:29,977",exact,1.0000,1.0000,3,"Oh no! I dont know anything about cooking. I had to ask someone what its called when the, when the water makes those little bubbles.",0,161,49470,Monica,"Oh no! I don’t know anything about cooking. I had to ask someone what it’s called when the, when the water makes those little bubbles."
train,9276,9954,I dont know anything about cooking.,Monica,neutral,neutral,991,9,8,21,"0:13:29,977","0:13:31,625",exact,1.0000,1.0000,3,"Oh no! I dont know anything about cooking. I had to ask someone what its called when the, when the water makes those little bubbles.",0,161,49470,Monica,"Oh no! I don’t know anything about cooking. I had to ask someone what it’s called when the, when the water makes those little bubbles."
train,9277,9955,"I had to ask someone what its called when the, when the water makes those little bubbles.",Monica,neutral,neutral,991,10,8,21,"00:13:33,146","00:13:37,484",exact,1.0000,1.0000,3,"Oh no! I dont know anything about cooking. I had to ask someone what its called when the, when the water makes those little bubbles.",0,161,49470,Monica,"Oh no! I don’t know anything about cooking. I had to ask someone what it’s called when the, when the water makes those little bubbles."
train,9278,9956,"Well, hats off to the chef.",The Cooking Teacher,joy,positive,991,11,8,21,"00:13:38,151","00:13:39,986",exact,1.0000,1.0000,1,"Well, hats off to the chef.",0,162,49471,The Cooking Teacher,"Well, hats off to the chef."
train,9279,9957,"I-I-Im sorry, your-your mouth was full, I didnt hear what you said. Umm, hats off to who now?",Monica,neutral,neutral,991,12,8,21,"00:13:40,153","00:13:45,450",exact,1.0000,1.0000,1,"I-I-Im sorry, your-your mouth was full, I didnt hear what you said. Umm, hats off to who now?",0,163,49472,Monica,"I-I-I’m sorry, your-your mouth was full, I didn’t hear what you said. Umm, hats off to who now?"
train,9280,9958,The chef!,The Cooking Teacher,joy,positive,991,13,8,21,"00:13:43,365","00:13:45,450",exact,1.0000,1.0000,1,The chef!,0,164,49473,The Cooking Teacher,The chef!
train,9281,9959,Thats right.,Monica,joy,positive,991,14,8,21,"00:13:45,617","00:13:47,953",exact,1.0000,1.0000,1,Thats right.,0,165,49474,Monica,That’s right.
train,9282,4121,"What I do dois manage to uh, create an atmosphere of support for the people working with me.",Chandler,neutral,neutral,422,0,8,21,"00:14:05,846","00:14:15,230",exact,1.0000,1.0000,1,"What I do dois manage to uh, create an atmosphere of support for the people working with me.",2,168,49477,Chandler,"What I do do…is manage to uh, create an atmosphere of support for the people working with me."
train,9283,4122,I see. Nice sidestep on the do do thing by the way.,Phoebe,neutral,neutral,422,1,8,21,"00:14:15,397","00:14:18,066",exact,1.0000,1.0000,1,I see. Nice sidestep on the do do thing by the way.,0,169,49478,Phoebe,I see. Nice sidestep on the do do thing by the way.
train,9284,4123,Hardest thing Ive ever done in my life.,Chandler,neutral,neutral,422,2,8,21,"0:14:18,233","0:14:19,568",exact,1.0000,1.0000,1,Hardest thing Ive ever done in my life.,0,170,49479,Chandler,Hardest thing I’ve ever done in my life.
train,9285,4124,You gotta go!,Phoebe,neutral,neutral,422,3,8,21,"0:14:19,568","0:14:21,840",exact,1.0000,1.0000,1,You gotta go!,0,171,49480,Phoebe,You gotta go!
train,9286,4125,Oh!,Chandler,neutral,neutral,422,4,8,21,"0:14:21,840","0:14:22,091",exact,1.0000,1.0000,1,Oh!,0,172,49481,Chandler,Oh!
train,9287,4126,"Okay, dont worry. Youre ready.",Phoebe,neutral,neutral,422,5,8,21,"0:14:22,153","0:14:24,085",exact,1.0000,1.0000,1,"Okay, dont worry. Youre ready.",0,173,49482,Phoebe,"Okay, don’t worry. You’re ready."
